"user_id", "artistname", "trackname", "playlistname"
"f3743cac98b7255c3c4a23be09dee7e6","Axwell","Feel The Vibe","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Deorro","Five Hours","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Sick Individuals","I Am - Radio Edit","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Ivan Gough & Feenixpawl feat. Georgi Kay","In My Mind (Axwell Radio Edit)","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Axwell","Leave The World Behind - Radio Edit","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Armin van Buuren","Love Never Came","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Tiësto","Love and Run","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Swedish House Mafia","One (Your Name) [feat. Pharrell] [Radio Edit]","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Tiësto","Paradise","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","An21","People Of The Night - Dimitri Vangelis & Wyman Remix","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","David Guetta","Play Hard (feat. Ne-Yo & Akon) [New Edit]","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Tiësto","Red Lights - Extended version","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Swedish House Mafia","Save the World - Radio Mix","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Tiësto","Shocker","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","deadmau5","Strobe - Radio Edit","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Calvin Harris","Sweet Nothing - Tiësto Remix","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Tiësto","Take Me - Radio Edit","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","deadmau5","The Veldt - Radio Edit","Electrooo "
"f3743cac98b7255c3c4a23be09dee7e6","Dash Berlin","Underneath The Sky","Electrooo "
"c50566d83fba17b20697039d5824db78","Glasvegas","I Feel Wrong (Homosexuality, Pt. 1)",""/"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","I Have Nothing",""/"
"c50566d83fba17b20697039d5824db78","Markus Krunegård","Korallreven & Vintergatan",""/"
"c50566d83fba17b20697039d5824db78","Slowdive","So Tired - Single Version",""/"
"c50566d83fba17b20697039d5824db78","The Perishers","Trouble Sleeping",""/"
"c50566d83fba17b20697039d5824db78","Vera Vinter","Överallt",""/"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Aldrig ensam","Annat"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Alla färger","Annat"
"c50566d83fba17b20697039d5824db78","Ivan & Alyosha","Beautiful Lie","Annat"
"c50566d83fba17b20697039d5824db78","Fleetwood Mac","Big Love","Annat"
"c50566d83fba17b20697039d5824db78","Blue Lagoon","Break my stride (radio edit)","Annat"
"c50566d83fba17b20697039d5824db78","Fleetwood Mac","Caroline","Annat"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Centrum","Annat"
"c50566d83fba17b20697039d5824db78","Gorillaz","Clint Eastwood","Annat"
"c50566d83fba17b20697039d5824db78","Stars","Dead Hearts","Annat"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","En hand i himlen","Annat"
"c50566d83fba17b20697039d5824db78","Fleetwood Mac","Everywhere","Annat"
"c50566d83fba17b20697039d5824db78","Neon Indian","Fallout","Annat"
"c50566d83fba17b20697039d5824db78","Active Child","Hanging On","Annat"
"c50566d83fba17b20697039d5824db78","Hermitude","HyperParadise - Flume Remix","Annat"
"c50566d83fba17b20697039d5824db78","Ida Redig","I'm In Trouble","Annat"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Innan vi faller","Annat"
"c50566d83fba17b20697039d5824db78","Jennifer Lopez","Jenny from the Block - Bronx Remix (No Rap) - Edit","Annat"
"c50566d83fba17b20697039d5824db78","Beck","Let's Get Lost","Annat"
"c50566d83fba17b20697039d5824db78","Snook","Mister Cool","Annat"
"c50566d83fba17b20697039d5824db78","MNEK","More Than A Miracle","Annat"
"c50566d83fba17b20697039d5824db78","Chad Valley","Now That I'm Real (How Does It Feel?)","Annat"
"c50566d83fba17b20697039d5824db78","Gyllene Tider","När vi två blir en","Annat"
"c50566d83fba17b20697039d5824db78","Teddybears","Rocket Scientist","Annat"
"c50566d83fba17b20697039d5824db78","Fleetwood Mac","Seven Wonders","Annat"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Stockholm","Annat"
"c50566d83fba17b20697039d5824db78","Chechen","Sverige","Annat"
"c50566d83fba17b20697039d5824db78","Fleetwood Mac","Tango In The Night","Annat"
"c50566d83fba17b20697039d5824db78","Those Dancing Days","Those Dancing Days - Remixed by Detektivbyrån","Annat"
"c50566d83fba17b20697039d5824db78","Rosanna","Waterfall","Annat"
"c50566d83fba17b20697039d5824db78","SBTRKT","Wildfire (feat. Little Dragon)","Annat"
"c50566d83fba17b20697039d5824db78","The Chainsmokers","#SELFIE","April 2014"
"c50566d83fba17b20697039d5824db78","Alexis Weak","112","April 2014"
"c50566d83fba17b20697039d5824db78","Yeasayer","2080","April 2014"
"c50566d83fba17b20697039d5824db78","Sky Ferreira","24 Hours","April 2014"
"c50566d83fba17b20697039d5824db78","Ben Sollee","A Change is Gonna Come","April 2014"
"c50566d83fba17b20697039d5824db78","Moderat","A New Error","April 2014"
"c50566d83fba17b20697039d5824db78","Wild Beasts","A Simple Beautiful Truth","April 2014"
"c50566d83fba17b20697039d5824db78","The Crookes","Afterglow","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","All Opportunities","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Allt har sin tid","April 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Arsonist's Lullabye","April 2014"
"c50566d83fba17b20697039d5824db78","SOHN","Artifice","April 2014"
"c50566d83fba17b20697039d5824db78","The Black Eyed Peas","Audio Delite at Low Fidelity","April 2014"
"c50566d83fba17b20697039d5824db78","SZA","Babylon (feat. Kendrick Lamar)","April 2014"
"c50566d83fba17b20697039d5824db78","Moderat","Bad Kingdom","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Bandkollaget","April 2014"
"c50566d83fba17b20697039d5824db78","Bette Midler","Beast Of Burden","April 2014"
"c50566d83fba17b20697039d5824db78","Elton John","Bennie And The Jets - Remastered 2014","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Berlin","April 2014"
"c50566d83fba17b20697039d5824db78","Warpaint","Billie Holiday","April 2014"
"c50566d83fba17b20697039d5824db78","Foals","Blue Blood","April 2014"
"c50566d83fba17b20697039d5824db78","Sky Ferreira","Boys","April 2014"
"c50566d83fba17b20697039d5824db78","Todd Rundgren","Broke Down And Busted","April 2014"
"c50566d83fba17b20697039d5824db78","Only Real","Cadillac Girl","April 2014"
"c50566d83fba17b20697039d5824db78","Menomena","Capsule","April 2014"
"c50566d83fba17b20697039d5824db78","Twenty One Pilots","Car Radio","April 2014"
"c50566d83fba17b20697039d5824db78","Princeton","Clamoring For Your Heart","April 2014"
"c50566d83fba17b20697039d5824db78","Big Deal","Cool Like Kurt","April 2014"
"c50566d83fba17b20697039d5824db78","Kitten","Cut It Out","April 2014"
"c50566d83fba17b20697039d5824db78","Horse Thief","Dead Drum","April 2014"
"c50566d83fba17b20697039d5824db78","Ella Eyre","Deeper","April 2014"
"c50566d83fba17b20697039d5824db78","Timbuktu","Den Svenska Skammen","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Den andra sidan","April 2014"
"c50566d83fba17b20697039d5824db78","The Weeknd","Devil May Cry - From “The Hunger Games: Catching Fire”/ Soundtrack","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Din Skugga","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Din enda vän","April 2014"
"c50566d83fba17b20697039d5824db78","Big Deal","Distant Neighborhood","April 2014"
"c50566d83fba17b20697039d5824db78","Cherub","Doses & Mimosas","April 2014"
"c50566d83fba17b20697039d5824db78","Moving Mountains","Eastern Leaves","April 2014"
"c50566d83fba17b20697039d5824db78","The Colurs","Easy to Love","April 2014"
"c50566d83fba17b20697039d5824db78","Lasse Lindh","En högerkrok och riktigt blod","April 2014"
"c50566d83fba17b20697039d5824db78","Red Hot Chili Peppers","Ethiopia","April 2014"
"c50566d83fba17b20697039d5824db78","Josef Salvat","Every Night","April 2014"
"c50566d83fba17b20697039d5824db78","Sky Ferreira","Everything Is Embarrassing","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Evig lycka","April 2014"
"c50566d83fba17b20697039d5824db78","Withered Hand","Fall Apart","April 2014"
"c50566d83fba17b20697039d5824db78","Kiev","Falling Bough","April 2014"
"c50566d83fba17b20697039d5824db78","The Handsome Family","Far From Any Road","April 2014"
"c50566d83fba17b20697039d5824db78","Timo Räisänen","Fear no Darkness, Promised Child","April 2014"
"c50566d83fba17b20697039d5824db78","Brad Sucks","Fixing My Brain","April 2014"
"c50566d83fba17b20697039d5824db78","Johnny Flynn","Fol-de-rol","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Forgiven/Forgotten","April 2014"
"c50566d83fba17b20697039d5824db78","Hozier","From Eden","April 2014"
"c50566d83fba17b20697039d5824db78","Glasvegas","Fuck You, It's Over","April 2014"
"c50566d83fba17b20697039d5824db78","Marilyn Manson","Fundamentally Loathsome","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Fågel","April 2014"
"c50566d83fba17b20697039d5824db78","Why?","Gemini (Birthday Song)","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Generations Lost","April 2014"
"c50566d83fba17b20697039d5824db78","The Cadillac Three","Get Your Buzz On","April 2014"
"c50566d83fba17b20697039d5824db78","Beatrice Eli","Girls","April 2014"
"c50566d83fba17b20697039d5824db78","Ingrid Michaelson","Girls Chase Boys","April 2014"
"c50566d83fba17b20697039d5824db78","Pogo","Go Out And Love Someone","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Godhet","April 2014"
"c50566d83fba17b20697039d5824db78","Glass Animals","Gooey","April 2014"
"c50566d83fba17b20697039d5824db78","King Of Spain","Green Eyes","April 2014"
"c50566d83fba17b20697039d5824db78","Filip Jenven","Gypsy Drop - Radio Edit","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Hatar allt","April 2014"
"c50566d83fba17b20697039d5824db78","Black Sabbath","Heaven And Hell - 2007 Remastered Version","April 2014"
"c50566d83fba17b20697039d5824db78","The Pretty Reckless","Heaven Knows","April 2014"
"c50566d83fba17b20697039d5824db78","Sky Ferreira","Heavy Metal Heart","April 2014"
"c50566d83fba17b20697039d5824db78","Pixies","Hey","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Hi-Five","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","High & Wild","April 2014"
"c50566d83fba17b20697039d5824db78","The Gaslight Anthem","High Lonesome","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Hoppas det är du som förstör","April 2014"
"c50566d83fba17b20697039d5824db78","Ry Cuming","Howling","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Huckleberry Finn","April 2014"
"c50566d83fba17b20697039d5824db78","Josef Salvat","Hustler","April 2014"
"c50566d83fba17b20697039d5824db78","Sky Ferreira","I Blame Myself","April 2014"
"c50566d83fba17b20697039d5824db78","Glasvegas","I Feel Wrong (Homosexuality, Pt. 1)","April 2014"
"c50566d83fba17b20697039d5824db78","Lykke Li","I Never Learn","April 2014"
"c50566d83fba17b20697039d5824db78","Kygo","I See Fire","April 2014"
"c50566d83fba17b20697039d5824db78","Drenge","I Want To Break You In Half","April 2014"
"c50566d83fba17b20697039d5824db78","Nashville Cast","I Will Fall","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","I förhållande till","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Innan himlen faller ner","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Iota","April 2014"
"c50566d83fba17b20697039d5824db78","Arcade Fire","It’s Never Over (Hey Orpheus)","April 2014"
"c50566d83fba17b20697039d5824db78","The Cadillac Three","I’m Southern","April 2014"
"c50566d83fba17b20697039d5824db78","Kitten","Japanese Eyes","April 2014"
"c50566d83fba17b20697039d5824db78","Chromeo","Jealous (I Ain't With It)","April 2014"
"c50566d83fba17b20697039d5824db78","Todd Terje","Johnny and Mary","April 2014"
"c50566d83fba17b20697039d5824db78","Kite","Jonny Boy","April 2014"
"c50566d83fba17b20697039d5824db78","Lykke Li","Just Like A Dream","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Klagan","April 2014"
"c50566d83fba17b20697039d5824db78","Otis Redding","Knock On Wood","April 2014"
"c50566d83fba17b20697039d5824db78","The Doors","L.A. Woman","April 2014"
"c50566d83fba17b20697039d5824db78","Moderat","Last Time","April 2014"
"c50566d83fba17b20697039d5824db78","Sam Smith","Latch - Acoustic","April 2014"
"c50566d83fba17b20697039d5824db78","Glasvegas","Later...When The TV Turns To Static","April 2014"
"c50566d83fba17b20697039d5824db78","DOTT","Leave Tonight","April 2014"
"c50566d83fba17b20697039d5824db78","Timo Räisänen","Let's Kill Ourselves a Son","April 2014"
"c50566d83fba17b20697039d5824db78","Nas","Life's a Bitch","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Lights Out","April 2014"
"c50566d83fba17b20697039d5824db78","Glasvegas","Lots Sometimes","April 2014"
"c50566d83fba17b20697039d5824db78","Warpaint","Love Is to Die","April 2014"
"c50566d83fba17b20697039d5824db78","OneRepublic","Love Runs Out","April 2014"
"c50566d83fba17b20697039d5824db78","Gliss","Lovers In the Bathroom","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Långsamt","April 2014"
"c50566d83fba17b20697039d5824db78","Brad Sucks","Making Me Nervous","April 2014"
"c50566d83fba17b20697039d5824db78","Headlights","Market Girl","April 2014"
"c50566d83fba17b20697039d5824db78","Modest Mouse","Medication","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Mening","April 2014"
"c50566d83fba17b20697039d5824db78","Toni Basil","Mickey","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Mirage","April 2014"
"c50566d83fba17b20697039d5824db78","Brad Sucks","Model Home","April 2014"
"c50566d83fba17b20697039d5824db78","Sam Smith","Money On My Mind","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Monochromatic Memories","April 2014"
"c50566d83fba17b20697039d5824db78","NEEDTOBREATHE","Multiplied","April 2014"
"c50566d83fba17b20697039d5824db78","Marilyn Manson","Mutilation Is The Most Sincere Form Of Flattery","April 2014"
"c50566d83fba17b20697039d5824db78","First Aid Kit","My Silver Lining","April 2014"
"c50566d83fba17b20697039d5824db78","The Gaslight Anthem","National Anthem","April 2014"
"c50566d83fba17b20697039d5824db78","Rose Windows","Native Dreams","April 2014"
"c50566d83fba17b20697039d5824db78","Blackstreet","No Diggity","April 2014"
"c50566d83fba17b20697039d5824db78","Yeasayer","No Need To Worry","April 2014"
"c50566d83fba17b20697039d5824db78","Lykke Li","No Rest For The Wicked","April 2014"
"c50566d83fba17b20697039d5824db78","Justin Timberlake","Not a Bad Thing","April 2014"
"c50566d83fba17b20697039d5824db78","Chief","Nothing's Wrong","April 2014"
"c50566d83fba17b20697039d5824db78","Bloc Party","One Month Off","April 2014"
"c50566d83fba17b20697039d5824db78","The O's","Outlaw","April 2014"
"c50566d83fba17b20697039d5824db78","Matthew And The Atlas","Pale Sun Rose","April 2014"
"c50566d83fba17b20697039d5824db78","Stone Temple Pilots","Plush","April 2014"
"c50566d83fba17b20697039d5824db78","Florence Valentin","Pokerkväll I Vårby Gård","April 2014"
"c50566d83fba17b20697039d5824db78","Jens Hult","Precis som du vill","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Preludium","April 2014"
"c50566d83fba17b20697039d5824db78","Young Galaxy","Pretty Boy","April 2014"
"c50566d83fba17b20697039d5824db78","Foals","Providence","April 2014"
"c50566d83fba17b20697039d5824db78","Tomas Barfod","Pulsing (feat. Nina K)","April 2014"
"c50566d83fba17b20697039d5824db78","Gorgon City","Ready For Your Love","April 2014"
"c50566d83fba17b20697039d5824db78","ABBA","Ring, Ring - Swedish Version","April 2014"
"c50566d83fba17b20697039d5824db78","Mac Demarco","Salad Days","April 2014"
"c50566d83fba17b20697039d5824db78","Dinosaur Jr.","See You","April 2014"
"c50566d83fba17b20697039d5824db78","Third Eye Blind","Semi-Charmed Life","April 2014"
"c50566d83fba17b20697039d5824db78","The Gaslight Anthem","She Loves You","April 2014"
"c50566d83fba17b20697039d5824db78","Lykke Li","Silver Line","April 2014"
"c50566d83fba17b20697039d5824db78","Why?","Simeon's Dilemma","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Simmaren","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Skogarna","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Snorvalp","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Social Scene","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Som vanligt","April 2014"
"c50566d83fba17b20697039d5824db78","Florence Valentin","Spring Ricco","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Stars","April 2014"
"c50566d83fba17b20697039d5824db78","Tove Lo","Stay High - Habits Remix","April 2014"
"c50566d83fba17b20697039d5824db78","Milky Chance","Stolen Dance","April 2014"
"c50566d83fba17b20697039d5824db78","Family of the Year","Summer Girl","April 2014"
"c50566d83fba17b20697039d5824db78","Berndsen","Supertime","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Svart snö","April 2014"
"c50566d83fba17b20697039d5824db78","Menomena","TAOS","April 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Take Me to Church","April 2014"
"c50566d83fba17b20697039d5824db78","Baltimora","Tarzan Boy - Original Hit Version","April 2014"
"c50566d83fba17b20697039d5824db78","The Cadillac Three","Tennessee Mojo","April 2014"
"c50566d83fba17b20697039d5824db78","Susanne Sundfør","The Brothel","April 2014"
"c50566d83fba17b20697039d5824db78","French Horn Rebellion","The Fire","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","The Garden","April 2014"
"c50566d83fba17b20697039d5824db78","Far East Movement","The Illest","April 2014"
"c50566d83fba17b20697039d5824db78","Johnny Flynn","The Lady is Risen","April 2014"
"c50566d83fba17b20697039d5824db78","Marilyn Manson","The Last Day On Earth","April 2014"
"c50566d83fba17b20697039d5824db78","Chief","The Minute I Saw It","April 2014"
"c50566d83fba17b20697039d5824db78","Marilyn Manson","The Red Carpet Grave","April 2014"
"c50566d83fba17b20697039d5824db78","Tan Vampires","The Season Has Come","April 2014"
"c50566d83fba17b20697039d5824db78","Susanne Sundfør","The Silicone Veil","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","The Woods Are gone","April 2014"
"c50566d83fba17b20697039d5824db78","Johnny Flynn","The Wrote & The Writ","April 2014"
"c50566d83fba17b20697039d5824db78","Why?","These Hands","April 2014"
"c50566d83fba17b20697039d5824db78","✝✝✝ (Crosses)","This Is a Trick","April 2014"
"c50566d83fba17b20697039d5824db78","Josef Salvat","This Life","April 2014"
"c50566d83fba17b20697039d5824db78","Nashville Cast","This Town","April 2014"
"c50566d83fba17b20697039d5824db78","Johnny Flynn","Tickle Me Pink","April 2014"
"c50566d83fba17b20697039d5824db78","Solander","Tuuli","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","Unfucktheworld","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Vinter","April 2014"
"c50566d83fba17b20697039d5824db78","Kent","Vy från ett luftslott - Punks Jump Up Remix","April 2014"
"c50566d83fba17b20697039d5824db78","Den svenska björnstammen","Världen fattar fel","April 2014"
"c50566d83fba17b20697039d5824db78","Susanne Sundfør","Walls","April 2014"
"c50566d83fba17b20697039d5824db78","The Weeknd","Wanderlust","April 2014"
"c50566d83fba17b20697039d5824db78","Todd Rundgren","We Gotta Get You A Woman","April 2014"
"c50566d83fba17b20697039d5824db78","My Chemical Romance","Welcome To The Black Parade","April 2014"
"c50566d83fba17b20697039d5824db78","Lana Del Rey","West Coast - Rob Orton Mix","April 2014"
"c50566d83fba17b20697039d5824db78","Glasvegas","Whatever Hurts You Through the Night","April 2014"
"c50566d83fba17b20697039d5824db78","Angel Olsen","White Fire","April 2014"
"c50566d83fba17b20697039d5824db78","Susanne Sundfør","White Foxes","April 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Work Song","April 2014"
"c50566d83fba17b20697039d5824db78","Amason","Ålen","April 2014"
"c50566d83fba17b20697039d5824db78","Vånna Inget","Allvar","August 2014"
"c50566d83fba17b20697039d5824db78","Green Day","Android","August 2014"
"c50566d83fba17b20697039d5824db78","Nina Persson","Animal Heart","August 2014"
"c50566d83fba17b20697039d5824db78","Makthaverskan","Antabus","August 2014"
"c50566d83fba17b20697039d5824db78","Mike Mogis","At Your Door - feat. Big Harp","August 2014"
"c50566d83fba17b20697039d5824db78","The 2 Bears","Bear Hug","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Blue Skies","August 2014"
"c50566d83fba17b20697039d5824db78","Broods","Bridges","August 2014"
"c50566d83fba17b20697039d5824db78","Nina Persson","Clip Your Wings","August 2014"
"c50566d83fba17b20697039d5824db78","ABBA","Dance (While The Music Still Goes On)","August 2014"
"c50566d83fba17b20697039d5824db78","Nina Persson","Dreaming Of Houses","August 2014"
"c50566d83fba17b20697039d5824db78","Trent Dabbs","Follow Suit","August 2014"
"c50566d83fba17b20697039d5824db78","The American Analog Set","Hard to Find","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","I Have Nothing","August 2014"
"c50566d83fba17b20697039d5824db78","AronChupa","I'm an Albatraoz","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Instrumental I","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Instrumental II","August 2014"
"c50566d83fba17b20697039d5824db78","Jai Paul","Jasmine","August 2014"
"c50566d83fba17b20697039d5824db78","alt-J","Left Hand Free","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Love Of An Orchestra","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","My Broken Heart","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","My Door Is Always Open","August 2014"
"c50566d83fba17b20697039d5824db78","The Cardigans","My Favourite Game","August 2014"
"c50566d83fba17b20697039d5824db78","Nordpolen","När mitt blod pumpar i dej","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Our Window","August 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Out Of This Town","August 2014"
"c50566d83fba17b20697039d5824db78","Louis Prima","Pennies From Heaven","August 2014"
"c50566d83fba17b20697039d5824db78","The Intelligence","Reading And Writing About Partying","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Slow Glass","August 2014"
"c50566d83fba17b20697039d5824db78","Lena Horne","Someday Sweetheart","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","Stranger","August 2014"
"c50566d83fba17b20697039d5824db78","Bright Eyes","The Calendar Hung Itself","August 2014"
"c50566d83fba17b20697039d5824db78","Noah And The Whale","The First Days Of Spring","August 2014"
"c50566d83fba17b20697039d5824db78","Waldemaar","United States Of Happiness","August 2014"
"c50566d83fba17b20697039d5824db78","Makthaverskan","Vi Var Människor Från Början","August 2014"
"c50566d83fba17b20697039d5824db78","Markus Krunegård","Vår sista dans","August 2014"
"c50566d83fba17b20697039d5824db78","Bipolar Sunshine","Where Did The Love Go","August 2014"
"c50566d83fba17b20697039d5824db78","ef","Yield, heart. Yield!","August 2014"
"c50566d83fba17b20697039d5824db78","The Magnetic Fields","100'000 Fireflies","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Weepies","All That I Want","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Vånna Inget","Allvar","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Magnetic Fields","Andrew in Drag","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Makthaverskan","Antabus","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Makthaverskan","Asleep","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Freelance Whales","Broken Horse","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Pixies","Cactus (Remastered)","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Weepies","Can't Go Back Now","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Breeders","Cannonball","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","Cruel Town","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Libertines","Don’t Look Back Into The Sun","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Håkan Hellström","En vän med en bil","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Pixies","Gigantic (Remastered)","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Active Child","Hanging On","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Breeders","Happiness Is A Warm Gun","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","Happy People Never Fantasize","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Pixies","Hey","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Breeders","Iris","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","She & Him","Never Wanted Your Love","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","No Time For Us","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Perishers","Nothing Like You And I","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","Out Of This Town","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Vaselines","Sex Sux (Amen)","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Weepies","Slow Pony Home","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Vaselines","Son Of A Gun","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Waldemaar","United States Of Happiness","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Makthaverskan","Vi Var Människor Från Början","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","When We Were Winning","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Broder Daniel","Whirlwind","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The Weepies","World Spins Madly On","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","Radical Face","Wrapped In Piano Strings","Bored out of my mind, someone please get me out of this town. "
"c50566d83fba17b20697039d5824db78","The National","About Today","Complications you could do without"
"c50566d83fba17b20697039d5824db78","Sufjan Stevens","Casimir Pulaski Day","Complications you could do without"
"c50566d83fba17b20697039d5824db78","Oasis","Cast No Shadow","Complications you could do without"
"c50566d83fba17b20697039d5824db78","Loosegoats","For the love of","Complications you could do without"
